"","order","suborder","greatgroup","series","top","bottom","units","family","subgroup","subgroup_code","class_string","topt","bottomt"
"390","Mollisols","Aquolls","Calciaquolls","ROCKWELL","7","18","inches","Coarse-loamy, mixed, superactive, frigid Typic Calciaquolls","typic calciaquolls","IBDC","Coarse-loamy, mixed, superactive, frigid",17.78,45.72
"391","Mollisols","Aquolls","Endoaquolls","ROLISS","7","20","inches","Fine-loamy, mixed, superactive, calcareous, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Fine-loamy, mixed, superactive, calcareous, frigid",17.78,50.8
"392","Mollisols","Xerolls","Haploxerolls","ROLOFF","7","15","inches","Coarse-loamy, mixed, superactive, mesic Aridic Haploxerolls","aridic haploxerolls","IFFY","Coarse-loamy, mixed, superactive, mesic",17.78,38.1
"393","Mollisols","Udolls","Calciudolls","RONDELL","7","15","inches","Fine-silty, mixed, superactive, frigid Aquic Calciudolls","aquic calciudolls","IHBD","Fine-silty, mixed, superactive, frigid",17.78,38.1
"394","Mollisols","Ustolls","Haplustolls","RONSON","7","20","inches","Coarse-loamy, mixed, superactive, mesic Entic Haplustolls","entic haplustolls","IGGZd","Coarse-loamy, mixed, superactive, mesic",17.78,50.8
"395","Mollisols","Xerolls","Haploxerolls","ROOSEVELT","7","16","inches","Coarse-loamy, mixed, superactive, mesic Aridic Haploxerolls","aridic haploxerolls","IFFY","Coarse-loamy, mixed, superactive, mesic",17.78,40.64
"396","Mollisols","Aquolls","Calciaquolls","ROSEWOOD","18","41","cm","Sandy, mixed, frigid Typic Calciaquolls","typic calciaquolls","IBDC","Sandy, mixed, frigid",18,41
"397","Mollisols","Ustolls","Calciustolls","ROTHICAN","7","12","inches","Fine-loamy, mixed, superactive, frigid Aridic Calciustolls","aridic calciustolls","IGCL","Fine-loamy, mixed, superactive, frigid",17.78,30.48
"398","Mollisols","Udolls","Hapludolls","ROTHSAY","7","16","inches","Coarse-silty, mixed, superactive, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Coarse-silty, mixed, superactive, frigid",17.78,40.64
"399","Mollisols","Udolls","Hapludolls","ROUND LAKE","7","20","inches","Sandy, mixed, mesic Typic Hapludolls","typic hapludolls","IHFS","Sandy, mixed, mesic",17.78,50.8
"400","Mollisols","Xerolls","Calcixerolls","ROZLEE","7","16","inches"," Loamy-skeletal, mixed, active, mesic Aridic Calcixerolls","aridic calcixerolls","IFDH","Loamy-skeletal, mixed, active, mesic",17.78,40.64
"401","Mollisols","Xerolls","Calcixerolls","RUDEEN","7","14","inches","Loamy-skeletal, mixed, superactive, frigid Aridic Calcixerolls","aridic calcixerolls","IFDH","Loamy-skeletal, mixed, superactive, frigid",17.78,35.56
"402","Mollisols","Udolls","Calciudolls","RUSKLYN","7","10","inches","Fine-silty, mixed, superactive, frigid Typic Calciudolls","typic calciudolls","IHBF","Fine-silty, mixed, superactive, frigid",17.78,25.4
"403","Mollisols","Ustolls","Argiustolls","RYEGATE","7","19","inches","Fine-loamy, mixed, superactive, mesic Calcidic Argiustolls","calcidic argiustolls","IGEQ","Fine-loamy, mixed, superactive, mesic",17.78,48.26
"404","Mollisols","Xerolls","Haploxerolls","SAHAPTIN","7","12","inches","Clayey-skeletal, mixed, superactive, mesic Lithic Ultic Haploxerolls","lithic ultic haploxerolls","IFFB","Clayey-skeletal, mixed, superactive, mesic",17.78,30.48
"405","Mollisols","Ustolls","Calciustolls","SAKAKAWEA","7","10","inches","Coarse-silty, mixed, superactive, frigid Typic Calciustolls","typic calciustolls","IGCN","Coarse-silty, mixed, superactive, frigid",17.78,25.4
"406","Mollisols","Udolls","Hapludolls","SALIDA","7","14","inches","Sandy-skeletal, mixed, mesic Entic Hapludolls","entic hapludolls","IHFR","Sandy-skeletal, mixed, mesic",17.78,35.56
"407","Mollisols","Aquolls","Calciaquolls","SALT LAKE","7","16","inches","Fine, carbonatic, mesic Typic Calciaquolls","typic calciaquolls","IBDC","Fine, carbonatic, mesic",17.78,40.64
"408","Mollisols","Udolls","Hapludolls","SANDBERG","7","16","inches","Sandy, mixed, frigid Calcic Hapludolls","calcic hapludolls","IHFQ","Sandy, mixed, frigid",17.78,40.64
"409","Mollisols","Xerolls","Calcixerolls","SANPITCH","7","16","inches","Fine-loamy, mixed, superactive, frigid Aridic Calcixerolls","aridic calcixerolls","IFDH","Fine-loamy, mixed, superactive, frigid",17.78,40.64
"410","Mollisols","Xerolls","Calcixerolls","SASSER","7","12","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Aridic Calcixerolls","aridic calcixerolls","IFDH","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,30.48
"411","Mollisols","Aquolls","Endoaquolls","SAWATCH","7","24","inches","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid Typic Endoaquolls","typic endoaquolls","IBGK","Coarse-loamy over sandy or sandy-skeletal, mixed, superactive, frigid",17.78,60.96
"412","Mollisols","Cryolls","Haplocryolls","SAWCREEK","7","15","inches","Coarse-loamy, mixed, superactive Ustic Haplocryolls","ustic haplocryolls","IEFN","Coarse-loamy, mixed, superactive",17.78,38.1
