"","peiid","pedon_id","siteiid","site_id","obs_date","utmzone","utmeasting","utmnorthing","x","y","horizdatnm","gpspositionalerror","describer","pedonpurpose","pedontype","pedlabsampnum","labdatadescflag","tsectstopnum","tsectinterval","utransectid","tsectkind","tsectselmeth","elev_field","slope_field","aspect_field","plantassocnm","earthcovkind1","earthcovkind2","erocl","bedrckdepth","bedrckkind","bedrckhardness","hillslopeprof","geomslopeseg","shapeacross","shapedown","slopecomplex","drainagecl","geomposhill","geomposmntn","geomposflats","slope_shape","classdate","classifier","classtype","taxonname","localphase","taxonkind","seriesstatus","taxpartsize","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","soiltaxedition","osdtypelocflag","taxmoistcl","taxtempregime","taxfamother","psctopdepth","pscbotdepth","selection_method","ecositeid","ecositenm","ecositecorrdate","es_classifier","es_selection_method","umbric.epipedon","argillic.horizon","ochric.epipedon","cambic.horizon","lithic.contact","paralithic.contact","mollic.epipedon","paralithic.materials","kandic.horizon","lithologic.discontinuity","andic.soil.properties","densic.contact","abrupt.textural.change","aquic.conditions","duripan","slickensides","redox.depletions.with.chroma.2.or.less","redox.concentrations","reduced.matrix","densic.materials","volcanic.glass","folistic.epipedon","albic.materials","human.transported.material","strongly.contrasting.particle.size.class","secondary.carbonates","anthropic.epipedon","surface_fgravel","surface_gravel","surface_cobbles","surface_stones","surface_boulders","surface_channers","surface_flagstones","surface_paragravel","surface_paracobbles","landform_string","pmkind","pmorigin","in_ca630","musym","x_std","y_std","optional"
"1161","802242","S2011CA009004",540954,"10CA630BJM074",2010-11-10,10,700875.72,4212270.09,-120.71110534668,38.035831451416,"NAD83",NA,"Ben Marshall","full pedon description","correlates to named soil","12N7644",0,NA,NA,NA,NA,NA,335.799987792969,2,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,"linear","linear","simple","well",NA,NA,"talf","linear / linear",2012-02-09 00:00:00,NA,"correlated","Aquic Argixerolls",NA,"taxon above family",NA,"fine-loamy","mollisols","xerolls","argixerolls","aquic argixerolls","tenth edition",0,"xeric","thermic",NA,20,70,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,0,0,0,0,0,0,0,"alluvial flat","alluvium","igneous, metamorphic and sedimentary",TRUE,"7083",700873.495601027,4212263.75698086,TRUE
"1162","802243","S2011CA009002",634087,"11CA630CKS075",2011-10-25,10,723413.18,4217966.63,-120.452774047852,38.0819435119629,"NAD83",NA,"Chris Savastio","full pedon description","correlates to named soil","12N7642",0,NA,NA,NA,NA,NA,609,28,250,NA,NA,NA,NA,82,"marble","indurated","backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2011-10-25 00:00:00,NA,"sampled as","Beybek",NA,NA,NA,"fine","vertisols","xererts","haploxererts","leptic haploxererts","tenth edition",0,"xeric","thermic","not used",10,60,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope","colluvium & residuum","marble",TRUE,"8317",723407.994094481,4217971.13628826,TRUE
"1163","802245","S2011CA009005",634086,"11CA630CKS074",2011-10-21,10,693432.87,4232497.59,-120.79027557373,38.2197227478027,"NAD83",NA,"Chris Savastio","full pedon description","correlates to named soil","12N7645",0,NA,NA,NA,NA,NA,331,20,20,NA,NA,NA,NA,80,"serpentinite","indurated","shoulder",NA,"convex","convex","simple","well","crest",NA,NA,"convex / convex",2012-02-09 00:00:00,NA,"correlated","Crimeariver",NA,"series",NA,"loamy-skeletal","mollisols","xerolls","argixerolls","typic argixerolls","tenth edition",0,"xeric","thermic","not used",13,63,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,5,0,0,0,0,0,"hillslope","colluvium & residuum","serpentinite",TRUE,"7166",693438.782652904,4232502.53315565,TRUE
"1165","802247","S2011CA009003",630287,"11CA630DEB037",2011-05-12,6,693117,4229326,-120.794723510742,38.1911125183105,"NAD83",NA,"Dylan Beaudette","full pedon description","OSD pedon","12N7643",0,NA,NA,NA,NA,NA,229,9,238,NA,NA,NA,NA,NA,NA,NA,"backslope",NA,"convex","linear","simple","well","side slope",NA,NA,"convex / linear",2012-03-20 00:00:00,NA,"correlated","Shabarudo",NA,"series",NA,"fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","tenth edition",1,"xeric","thermic",NA,8,42,"most recent",NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hill","colluvium & residuum","fanglomerate",TRUE,"5100",693125.296571168,4229318.12338362,TRUE
"1190","894110","2013CA6302015",912004,"2013CA6302015",2013-03-12,10,682091,4221363,-120.922676086426,38.1217384338379,"WGS84",NA,"BJM and DEB","soil survey inventory",NA,NA,0,NA,NA,NA,NA,NA,90,14,305,NA,NA,NA,NA,NA,NA,NA,"backslope",NA,"linear","linear","simple","well","side slope",NA,NA,"linear / linear",2018-07-05 00:00:00,"Theresa Kunch","correlated","SND",NA,"family",NA,"sandy","mollisols","xerolls","haploxerolls","ultic haploxerolls","twelfth edition",0,"xeric","thermic",NA,25,100,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,2,0,0,0,0,0,0,NA,"alluvium","NA",TRUE,"5101",682091.001465922,4221360.9521311,TRUE
"1191","894111","2013CA6302018",912005,"2013CA6302018",2013-03-12,10,682178,4221357,-120.921684265137,38.1216697692871,"WGS84",NA,"BJM and DEB","soil survey inventory",NA,NA,0,NA,NA,NA,NA,NA,100,4,325,NA,NA,NA,NA,10,"sandstone, unspecified","weakly","summit",NA,"convex","convex","simple","well","crest",NA,NA,"convex / convex",2013-03-12 00:00:00,"Ben Marshall","field","Hornitos",NA,"taxadjunct",NA,"loamy","entisols","orthents","xerorthents","lithic xerorthents","twelfth edition",0,NA,"thermic",NA,0,10,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,5,0,0,0,0,0,0,"hill","residuum","NA",TRUE,"5101",682178.112449142,4221355.18677171,TRUE
"1192","894112","2013CA6302021",912006,"2013CA6302021",2013-03-14,10,682179,4221181,-120.921714782715,38.1200828552246,"WGS84",NA,"BM and ME","soil survey inventory",NA,NA,0,NA,NA,NA,NA,NA,58,4,180,NA,NA,NA,NA,56,"sandstone, unspecified","moderately","toeslope",NA,"linear","concave","complex","well","side slope",NA,NA,"linear / concave",2014-03-14 00:00:00,"Andrew Paolucci","field","Hornitos",NA,"taxadjunct",NA,"coarse-loamy","inceptisols","xerepts","dystroxerepts","typic dystroxerepts","twelfth edition",0,"xeric","thermic",NA,25,56,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,4,4,0,0,0,0,0,0,"hill","alluvium","NA",TRUE,"5101",682179.136197077,4221179.1088485,TRUE
"1225","894147","2013CA6303044",912049,"2013CA6303044",2013-07-24,10,696203,4239998,-120.756645202637,38.2866020202637,"WGS84",NA,"MJE","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,214,5,30,NA,NA,NA,NA,15,"slate",NA,"summit",NA,"linear","convex",NA,"well","nose slope",NA,NA,"linear / convex",2013-07-24 00:00:00,"MJE","field","Whiterock",NA,"taxadjunct","established","loamy-skeletal","entisols","orthents","xerorthents","lithic xerorthents","eleventh edition",0,"xeric","thermic",NA,0,15,"single record",NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hill","residuum","slate",TRUE,"8026",696203.135217557,4239995.56041358,TRUE
"1263","1086338","2012CA6305002",1093637,"2012CA6305002",2012-08-31,10,728332,4219470,-120.396209716797,38.094165802002,"WGS84",NA,"Cathy Scott","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,867.900024414062,65,270,NA,NA,NA,NA,40,"metasedimentary rock, unspecified","very strongly","shoulder",NA,"convex","convex","simple","well","nose slope",NA,NA,"convex / convex",2015-01-28 00:00:00,"Andrew Paolucci","correlated","Moccasinhill",NA,"taxadjunct",NA,"loamy-skeletal","inceptisols","xerepts","humixerepts","lithic humixerepts","twelfth edition",0,"xeric","mesic",NA,8,40,"most recent",NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,10,10,1,0,0,0,0,"hillslope","residuum","metasedimentary, unspecified",TRUE,"8176",728332.025100988,4219465.25245853,TRUE
"1271","1086348","08JCR002",1093647,"08CA630JCR002",2008-07-08,10,721979,4198040,-120.475219726562,37.9027976989746,"WGS84",NA,"John Rule","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,415.700012207031,23,62,NA,NA,NA,NA,72,"conglomerate, unspecified","moderately","backslope",NA,NA,NA,NA,"well","side slope",NA,NA,NA,2008-07-08 00:00:00,"JCR","field","Pentz",NA,"taxadjunct","established","fine-loamy","mollisols","xerolls","haploxerolls","pachic ultic haploxerolls","twelfth edition",0,"xeric","thermic",NA,25,72,"single record",NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,5,0,0,0,0,0,0,0,"hillslope","residuum","conglomerate, unspecified",TRUE,"4201",721979.045785034,4198035.91332208,TRUE
"1358","1137342","2015CA6303054",1155167,"2015CA6303054",2015-09-30,10,706718,4237729,-120.637176513672,38.2638053894043,"WGS84",NA,"Andrew Paolucci","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,592,34,224,NA,NA,NA,NA,105,"phyllite","weakly","backslope","upper third","concave","linear","simple","well","side slope","mountainflank, upper third",NA,"concave / linear",2015-09-30 00:00:00,"Andrew Paolucci","field","Lickinfork",NA,"taxadjunct","tentative","loamy-skeletal","inceptisols","xerepts","dystroxerepts","humic dystroxerepts","twelfth edition",0,"xeric","mesic",NA,16,66,"single record","F022AI201CA","Dry Mesic Foothills 33-45 PZ",2015-09-30,"Andrew Paolucci","least missing data",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope & hill & mountain slope","colluvium & residuum","phyllite",TRUE,"8172",706717.830974787,4237729.50962851,TRUE
"1386","1161642","2016CA6303002",1191404,"2016CA6303002",2016-02-04,10,728897,4215182,-120.391143798828,38.0554161071777,"WGS84",NA,"Andrew Paolucci","soil survey inventory","taxadjunct to the series",NA,0,NA,NA,NA,NA,NA,662,38,75,NA,NA,NA,NA,NA,NA,NA,"backslope","lower third","linear","linear","simple","well","side slope",NA,NA,"linear / linear",2017-04-26 00:00:00,"Andrew Paolucci","correlated","Tiger Creek",NA,"taxadjunct","tentative","fine-loamy","alfisols","xeralfs","palexeralfs","ultic palexeralfs","twelfth edition",0,"xeric","mesic",NA,39,89,"most recent","F022AI201CA","Dry Mesic Foothills 33-45 PZ",2016-02-05,"Andrew Paolucci","least missing data",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,2,0,0,0,0,0,"hillslope & hill","colluvium & colluvium","marble & metasedimentary, unspecified",TRUE,"8307",728897.995309437,4215181.9826149,TRUE
"1491","1193309","2016CA6306063",1227459,"2016CA6306063",2016-12-30,10,737454.98,4212774.88,-120.294502258301,38.0315361022949,"WGS84",NA,"Andrew Brown","soil survey inventory","correlates to named soil",NA,0,NA,NA,NA,NA,NA,957,37,115,NA,NA,NA,NA,NA,"quartz-diorite",NA,"backslope","middle third","linear","linear","complex","well","side slope",NA,NA,"linear / linear",2016-12-30 00:00:00,"Andrew Brown","field","Holland","wimpy","series",NA,"fine-loamy","alfisols","xeralfs","haploxeralfs","ultic haploxeralfs","twelfth edition",0,"xeric","mesic","not used",33,83,"single record","F022AI201CA","Dry Mesic Foothills 33-45 PZ",2016-12-30,"Andrew Brown","least missing data",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope & hill","colluvium & grus","granodiorite",TRUE,"6055",737454.954825233,4212774.8025913,TRUE
"1492","1193310","2016CA6306064N",1227460,"2016CA6306064N",2016-12-30,10,737498.34,4212779.14,-120.294006347656,38.0315628051758,"WGS84",NA,"Andrew Brown","soil survey inventory","confirmation description",NA,0,NA,NA,NA,NA,NA,946,32,127,NA,NA,NA,NA,NA,"granodiorite",NA,"backslope","middle third","linear","linear","complex","well","nose slope",NA,NA,"linear / linear",2018-01-30 00:00:00,"Andrew Brown","correlated","Shaver",NA,"taxadjunct",NA,"coarse-loamy","inceptisols","xerepts","dystroxerepts","typic dystroxerepts","twelfth edition",0,NA,"mesic",NA,25,100,"most recent","F022AI201CA","Dry Mesic Foothills 33-45 PZ",NA,"Andrew Brown","least missing data",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,"hillslope & hill","colluvium & grus & residuum","granodiorite",TRUE,"6055",737498.320372949,4212779.06431543,TRUE
