"","mukey","muname","hydgrpdcd","cokey","compname","compkind","comppct_r","majcompflag","hydgrp"
"489",1670141,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16616146,"Dystric Xeropsamments","Family",20,"Yes","C"
"490",1670141,"Rock outcrop-Dystric Xeropsamments-Dystric Xerorthents association, 0 to 35 percent slopes, mountain valleys, scoured, valley fill, mesic",NA,16616143,"Lithic Xerorthents","Family",10,"No ","X"
"491",1670143,"Rock outcrop-Waterwheel-Typic Dystroxerepts association, 30 to 80 percent slopes, mountain slopes, joints, frigid",NA,16616151,"Typic Dystroxerepts","Family",20,"Yes","A"
"492",1670143,"Rock outcrop-Waterwheel-Typic Dystroxerepts association, 30 to 80 percent slopes, mountain slopes, joints, frigid",NA,16616152,"Rock outcrop","Miscellaneous area",50,"Yes","X"
"493",1670143,"Rock outcrop-Waterwheel-Typic Dystroxerepts association, 30 to 80 percent slopes, mountain slopes, joints, frigid",NA,16616149,"Waterwheel","Series",25,"Yes","A"
"494",1670143,"Rock outcrop-Waterwheel-Typic Dystroxerepts association, 30 to 80 percent slopes, mountain slopes, joints, frigid",NA,16616150,"Oxyaquic Dystroxerepts","Family",5,"No ","X"
"495",1670144,"Rock outcrop-Humic Dystroxerepts-Humic Lithic Haploxerepts association, 30 to 100 percent slopes, mountain slopes, mesic",NA,16614688,"Rock outcrop","Miscellaneous area",55,"Yes","X"
"496",1670144,"Rock outcrop-Humic Dystroxerepts-Humic Lithic Haploxerepts association, 30 to 100 percent slopes, mountain slopes, mesic",NA,16614686,"Humic Dystroxerepts","Family",25,"Yes","A"
"497",1670144,"Rock outcrop-Humic Dystroxerepts-Humic Lithic Haploxerepts association, 30 to 100 percent slopes, mountain slopes, mesic",NA,16614687,"Humic Lithic Haploxerepts","Family",20,"Yes","D"
"498",1670145,"Dystric Xerorthents-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, thermic",NA,16614694,"Dystric Xerorthents","Family",40,"Yes","A"
"499",1670145,"Dystric Xerorthents-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, thermic",NA,16614695,"Rock outcrop","Miscellaneous area",40,"Yes","X"
"500",1670145,"Dystric Xerorthents-Rock outcrop-Rubble land complex, 30 to 80 percent slopes, mountainflanks, thermic",NA,16614696,"Rubble land","Miscellaneous area",20,"Yes","X"
"501",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616012,"Andic Dystrudepts","Family",5,"No ","X"
"502",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616013,"Clarkslodge","Series",30,"Yes","B"
"503",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616014,"Humults","Taxon above family",5,"No ","X"
"504",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616015,"Ultic Palexeralfs","Family",10,"No ","X"
"505",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616016,"Ultic Palexeralfs","Family",15,"Yes","B"
"506",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616017,"Ultic Haploxeralfs","Family",5,"No ","X"
"507",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616018,"Inceptic Haploxeralfs","Family",10,"No ","X"
"508",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616019,"Humic Dystroxerepts","Family",10,"No ","X"
"509",1670152,"Clarkslodge-Ultic Palexeralfs complex, metasedimentary, 15 to 45 percent slopes, mountain slopes, landslides, frigid",NA,16616011,"Typic Haploxerults","Family",10,"No ","X"
"510",1670187,"Dams",NA,16614609,"Dam","Miscellaneous area",100,"Yes","X"
"511",1672461,"Waterwheel-Humic Dystroxerepts complex, 15 to 45 percent slopes, mountain slopes, frigid",NA,16616054,"Humic Dystroxerepts","Family",7,"No ","X"
"512",1672461,"Waterwheel-Humic Dystroxerepts complex, 15 to 45 percent slopes, mountain slopes, frigid",NA,16616052,"Humic Dystrudepts","Family",14,"No ","X"
"513",1672461,"Waterwheel-Humic Dystroxerepts complex, 15 to 45 percent slopes, mountain slopes, frigid",NA,16616049,"Typic Dystroxerepts","Family",14,"No ","X"
"514",1672461,"Waterwheel-Humic Dystroxerepts complex, 15 to 45 percent slopes, mountain slopes, frigid",NA,16616050,"Cumulic Humaquepts","Family",2,"No ","X"
"515",1672461,"Waterwheel-Humic Dystroxerepts complex, 15 to 45 percent slopes, mountain slopes, frigid",NA,16616051,"Clarkslodge","Series",3,"No ","X"
"516",1672461,"Waterwheel-Humic Dystroxerepts complex, 15 to 45 percent slopes, mountain slopes, frigid",NA,16616055,"Humic Dystroxerepts","Family",14,"No ","X"
"517",1672461,"Waterwheel-Humic Dystroxerepts complex, 15 to 45 percent slopes, mountain slopes, frigid",NA,16616056,"Humic Dystroxerepts","Family",16,"Yes","A"
"518",1672461,"Waterwheel-Humic Dystroxerepts complex, 15 to 45 percent slopes, mountain slopes, frigid",NA,16616053,"Waterwheel","Series",30,"Yes","A"
"519",2230063,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16618671,"Rubble land","Miscellaneous area",30,"Yes","X"
"520",2230063,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16618677,"Rock outcrop","Miscellaneous area",20,"Yes","X"
"521",2230063,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16618676,"Typic Cryorthents","Family",25,"Yes","B"
"522",2230063,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16618675,"Humic Dystrocryepts","Family",3,"No ","X"
"523",2230063,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16618672,"Water","Miscellaneous area",1,"No ","X"
"524",2230063,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16618673,"Histosols","Taxon above family",1,"No ","X"
"525",2230063,"Rubble land-Typic Cryorthents-Rock outcrop-Xeric Dystrocryepts complex, 30 to 80 percent slopes, mountainflanks, metamorphic, mafic, cryic",NA,16618674,"Xeric Dystrocryepts","Family",20,"Yes","A"
"526",2230064,"Typic Cryorthents-Rock outcrop-Rubble land complex, 30 to 65 percent slopes, metamorphic, glacially scoured mountain slopes, cryic",NA,16618678,"Typic Cryorthents","Family",40,"Yes","A"
"527",2230064,"Typic Cryorthents-Rock outcrop-Rubble land complex, 30 to 65 percent slopes, metamorphic, glacially scoured mountain slopes, cryic",NA,16618679,"Rock outcrop","Miscellaneous area",20,"Yes","X"
"528",2230064,"Typic Cryorthents-Rock outcrop-Rubble land complex, 30 to 65 percent slopes, metamorphic, glacially scoured mountain slopes, cryic",NA,16618681,"Lithic Cryorthents","Family",10,"No ","X"
"529",2230064,"Typic Cryorthents-Rock outcrop-Rubble land complex, 30 to 65 percent slopes, metamorphic, glacially scoured mountain slopes, cryic",NA,16618682,"Xeric Dystrocryepts","Family",10,"No ","X"
"530",2230064,"Typic Cryorthents-Rock outcrop-Rubble land complex, 30 to 65 percent slopes, metamorphic, glacially scoured mountain slopes, cryic",NA,16618680,"Rubble land","Miscellaneous area",20,"Yes","X"
"531",2230065,"Rock outcrop-Rubble land-Canisrocks association, 0 to 80 percent slopes, cirqued mountainflanks, cryic",NA,16618689,"Lithic Cryorthents","Family",10,"No ","X"
"532",2230065,"Rock outcrop-Rubble land-Canisrocks association, 0 to 80 percent slopes, cirqued mountainflanks, cryic",NA,16618684,"Rubble land","Miscellaneous area",25,"Yes","X"
"533",2230065,"Rock outcrop-Rubble land-Canisrocks association, 0 to 80 percent slopes, cirqued mountainflanks, cryic",NA,16618685,"Humic Lithic Dystrocryepts","Family",7,"No ","X"
"534",2230065,"Rock outcrop-Rubble land-Canisrocks association, 0 to 80 percent slopes, cirqued mountainflanks, cryic",NA,16618686,"Histosols","Taxon above family",1,"No ","X"
"535",2230065,"Rock outcrop-Rubble land-Canisrocks association, 0 to 80 percent slopes, cirqued mountainflanks, cryic",NA,16618683,"Rock outcrop","Miscellaneous area",40,"Yes","X"
"536",2230065,"Rock outcrop-Rubble land-Canisrocks association, 0 to 80 percent slopes, cirqued mountainflanks, cryic",NA,16618688,"Water","Miscellaneous area",2,"No ","X"
"537",2230065,"Rock outcrop-Rubble land-Canisrocks association, 0 to 80 percent slopes, cirqued mountainflanks, cryic",NA,16618687,"Canisrocks","Series",15,"Yes","A"
"538",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618720,"Water","Miscellaneous area",1,"No ","X"
"539",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618732,"Xeric Dystrocryepts","Family",4,"No ","X"
"540",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618723,"Crazymule","Series",20,"Yes","B"
"541",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618733,"Humic Dystrocryepts","Family",3,"No ","X"
"542",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618721,"Xeric Dystrocryepts","Family",2,"No ","X"
"543",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618722,"Xeric Dystrocryepts","Family",4,"No ","X"
"544",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618727,"Rock outcrop","Miscellaneous area",40,"Yes","X"
"545",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618724,"Humic Lithic Dystrocryepts","Family",3,"No ","X"
"546",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618725,"Badgerpass","Series",2,"No ","X"
"547",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618726,"Histosols","Taxon above family",1,"No ","X"
"548",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618731,"Vitrandic Cryorthents","Family",15,"Yes","A"
"549",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618728,"Oxyaquic Dystrocryepts","Family",2,"No ","X"
"550",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618729,"Typic Cryorthents","Family",2,"No ","X"
"551",2230069,"Rock outcrop-Crazymule-Vitrandic Cryorthents association, 0 to 45 percent slopes, joints, fractures, scoured, cryic",NA,16618730,"Lithic Cryopsamments","Family",1,"No ","X"
"552",2230070,"Xeric Dystrocryepts-Vitrandic Eutrocryepts complex, 0 to 15 percent slopes, wet/dry meadows, cryic",NA,16618755,"Water","Miscellaneous area",3,"No ","X"
"553",2230070,"Xeric Dystrocryepts-Vitrandic Eutrocryepts complex, 0 to 15 percent slopes, wet/dry meadows, cryic",NA,16618753,"Vitrandic Eutrocryepts","Family",25,"Yes","C/D"
"554",2230070,"Xeric Dystrocryepts-Vitrandic Eutrocryepts complex, 0 to 15 percent slopes, wet/dry meadows, cryic",NA,16618754,"Xeric Dystrocryepts","Family",10,"No ","X"
"555",2230070,"Xeric Dystrocryepts-Vitrandic Eutrocryepts complex, 0 to 15 percent slopes, wet/dry meadows, cryic",NA,16618751,"Marmotland","Series",10,"No ","X"
"556",2230070,"Xeric Dystrocryepts-Vitrandic Eutrocryepts complex, 0 to 15 percent slopes, wet/dry meadows, cryic",NA,16618752,"Oxyaquic Cryofluvents","Family",10,"No ","X"
"557",2230070,"Xeric Dystrocryepts-Vitrandic Eutrocryepts complex, 0 to 15 percent slopes, wet/dry meadows, cryic",NA,16618758,"Xeric Dystrocryepts","Family",35,"Yes","A"
"558",2230070,"Xeric Dystrocryepts-Vitrandic Eutrocryepts complex, 0 to 15 percent slopes, wet/dry meadows, cryic",NA,16618756,"Histosols","Taxon above family",1,"No ","X"
"559",2230070,"Xeric Dystrocryepts-Vitrandic Eutrocryepts complex, 0 to 15 percent slopes, wet/dry meadows, cryic",NA,16618757,"Xeric Dystrocryepts","Family",6,"No ","X"
"560",2230071,"Rock outcrop-Rubble land association, 0 to 80 percent slopes, metamorphic, cirques, mountainflanks, cryic",NA,16618982,"Glaciers","Miscellaneous area",2,"No ","X"
"561",2230071,"Rock outcrop-Rubble land association, 0 to 80 percent slopes, metamorphic, cirques, mountainflanks, cryic",NA,16618979,"Rock outcrop","Miscellaneous area",35,"Yes","X"
"562",2230071,"Rock outcrop-Rubble land association, 0 to 80 percent slopes, metamorphic, cirques, mountainflanks, cryic",NA,16618981,"Water","Miscellaneous area",2,"No ","X"
"563",2230071,"Rock outcrop-Rubble land association, 0 to 80 percent slopes, metamorphic, cirques, mountainflanks, cryic",NA,16618980,"Histosols","Taxon above family",1,"No ","X"
"564",2230071,"Rock outcrop-Rubble land association, 0 to 80 percent slopes, metamorphic, cirques, mountainflanks, cryic",NA,16618976,"Typic Cryorthents","Family",11,"No ","X"
"565",2230071,"Rock outcrop-Rubble land association, 0 to 80 percent slopes, metamorphic, cirques, mountainflanks, cryic",NA,16618977,"Xeric Dystrocryepts","Family",14,"No ","X"
"566",2230071,"Rock outcrop-Rubble land association, 0 to 80 percent slopes, metamorphic, cirques, mountainflanks, cryic",NA,16618978,"Rubble land","Miscellaneous area",35,"Yes","X"
"567",2403709,"Mined Land",NA,17095600,"Mined land","Miscellaneous area",94,"Yes","X"
"568",2403709,"Mined Land",NA,17095601,"Water","Miscellaneous area",6,"No ","X"
"569",2403719,"Urban land-Millvilla complex, 1 to 25 percent slopes",NA,17095606,"Typic Xerorthents","Taxon above family",3,"No ","C"
"570",2403719,"Urban land-Millvilla complex, 1 to 25 percent slopes",NA,17095610,"Typic Fluvaquents","Family",2,"No ","A/D"
"571",2403719,"Urban land-Millvilla complex, 1 to 25 percent slopes",NA,17095605,"Urban land","Miscellaneous area",50,"Yes","X"
"572",2403719,"Urban land-Millvilla complex, 1 to 25 percent slopes",NA,17095609,"Deerflat","Series",10,"No ","C"
"573",2403719,"Urban land-Millvilla complex, 1 to 25 percent slopes",NA,17095607,"Ultic Haploxeralfs","Taxon above family",2,"No ","C"
"574",2403719,"Urban land-Millvilla complex, 1 to 25 percent slopes",NA,17095608,"Millvilla","Series",33,"Yes","C"
"575",2403720,"Urban land-Copperopolis complex, 0 to 15 percent slopes",NA,17095604,"Whiterock","Series",10,"No ","D"
"576",2403720,"Urban land-Copperopolis complex, 0 to 15 percent slopes",NA,17095603,"Copperopolis","Series",25,"Yes","D"
"577",2403720,"Urban land-Copperopolis complex, 0 to 15 percent slopes",NA,17095602,"Urban land","Miscellaneous area",65,"Yes","X"
"578",2403721,"Urban land-Sierra-Flanly complex, 3 to 25 percent slopes",NA,17095595,"Urban land","Miscellaneous area",50,"Yes","X"
"579",2403721,"Urban land-Sierra-Flanly complex, 3 to 25 percent slopes",NA,17095598,"Flanly","Series",18,"Yes","C"
"580",2403721,"Urban land-Sierra-Flanly complex, 3 to 25 percent slopes",NA,17095599,"Ultic Haploxeralfs","Taxon above family",5,"No ","C"
"581",2403721,"Urban land-Sierra-Flanly complex, 3 to 25 percent slopes",NA,17095596,"Typic Fluvaquents","Family",2,"No ","A/D"
"582",2403721,"Urban land-Sierra-Flanly complex, 3 to 25 percent slopes",NA,17095597,"Sierra","Series",25,"Yes","C"
"583",2403722,"Urban land",NA,17095594,"Ultic Haploxeralfs","Taxon above family",7,"No ","C"
"584",2403722,"Urban land",NA,17095592,"Urban land","Miscellaneous area",85,"Yes","X"
"585",2403722,"Urban land",NA,17095593,"Typic Xerorthents","Taxon above family",8,"No ","C"
"586",2424975,"Urban land-Musick-Hotaw complex, 3 to 30 percent slopes",NA,17095642,"Ultic Haploxeralfs","Taxon above family",3,"No ","C"
"587",2424975,"Urban land-Musick-Hotaw complex, 3 to 30 percent slopes",NA,17095641,"Hotaw","Series",17,"Yes","C"
"588",2424975,"Urban land-Musick-Hotaw complex, 3 to 30 percent slopes",NA,17095638,"Urban land","Miscellaneous area",50,"Yes","X"
"589",2424975,"Urban land-Musick-Hotaw complex, 3 to 30 percent slopes",NA,17095639,"Fluventic Endoaquepts","Family",2,"No ","B/D"
"590",2424975,"Urban land-Musick-Hotaw complex, 3 to 30 percent slopes",NA,17095640,"Musick","Series",28,"Yes","C"
"591",2462630,"Water",NA,17095429,"Water","Miscellaneous area",100,"Yes","X"
"592",2600480,"Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes",NA,17095783,"Ultic Haploxeralfs","Taxon above family",2,"No ","C"
"593",2600480,"Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes",NA,17095782,"Mollic Fluvaquents","Family",2,"No ","D"
"594",2600480,"Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes",NA,17095781,"Dunstone","Series",18,"Yes","D"
"595",2600480,"Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes",NA,17095779,"Urban land","Miscellaneous area",50,"Yes","X"
"596",2600480,"Urban land-Loafercreek-Dunstone complex, 3 to 15 percent slopes",NA,17095780,"Loafercreek","Series",28,"Yes","C"
"597",2600481,"Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes",NA,17095748,"Ultic Haploxeralfs","Taxon above family",2,"No ","C"
"598",2600481,"Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes",NA,17095752,"Typic Fluvaquents","Family",2,"No ","A/D"
"599",2600481,"Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes",NA,17095749,"Wallyhill","Series",15,"Yes","C"
"600",2600481,"Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes",NA,17095746,"Urban land","Miscellaneous area",50,"Yes","X"
"601",2600481,"Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes",NA,17095747,"Typic Xerorthents","Taxon above family",3,"No ","C"
"602",2600481,"Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes",NA,17095750,"Nedsgulch","Series",25,"Yes","C"
"603",2600481,"Urban land-Nedsgulch-Wallyhill complex, 15 to 30 percent slopes",NA,17095751,"Fricot","Series",3,"No ","D"
"604",2924835,"Urban land-Copperopolis-Whiterock complex, 8 to 30 percent slopes",NA,17095867,"Whiterock","Series",15,"Yes","D"
"605",2924835,"Urban land-Copperopolis-Whiterock complex, 8 to 30 percent slopes",NA,17095865,"Urban land","Miscellaneous area",65,"Yes","X"
"606",2924835,"Urban land-Copperopolis-Whiterock complex, 8 to 30 percent slopes",NA,17095866,"Copperopolis","Series",20,"Yes","D"
"607",2924912,"Dams",NA,17095428,"Dam","Miscellaneous area",100,"Yes","X"
"608",2925013,"Mined Land",NA,16616237,"Mined land","Miscellaneous area",94,"Yes","X"
"609",2925013,"Mined Land",NA,16616238,"Water","Miscellaneous area",6,"No ","X"
